engine;dev;jobs;targetiops;prociops;polling;terse_version_3;fio_version;jobname;groupid;error;read_kb;read_bandwidth;read_iops;read_runtime_ms;read_slat_min;read_slat_max;read_slat_mean;read_slat_dev;read_clat_min;read_clat_max;read_clat_mean;read_clat_dev;read_clat_pct01;read_clat_pct02;read_clat_pct03;read_clat_pct04;read_clat_pct05;read_clat_pct06;read_clat_pct07;read_clat_pct08;read_clat_pct09;read_clat_pct10;read_clat_pct11;read_clat_pct12;read_clat_pct13;read_clat_pct14;read_clat_pct15;read_clat_pct16;read_clat_pct17;read_clat_pct18;read_clat_pct19;read_clat_pct20;read_tlat_min;read_lat_max;read_lat_mean;read_lat_dev;read_bw_min;read_bw_max;read_bw_agg_pct;read_bw_mean;read_bw_dev;write_kb;write_bandwidth;write_iops;write_runtime_ms;write_slat_min;write_slat_max;write_slat_mean;write_slat_dev;write_clat_min;write_clat_max;write_clat_mean;write_clat_dev;write_clat_pct01;write_clat_pct02;write_clat_pct03;write_clat_pct04;write_clat_pct05;write_clat_pct06;write_clat_pct07;write_clat_pct08;write_clat_pct09;write_clat_pct10;write_clat_pct11;write_clat_pct12;write_clat_pct13;write_clat_pct14;write_clat_pct15;write_clat_pct16;write_clat_pct17;write_clat_pct18;write_clat_pct19;write_clat_pct20;write_tlat_min;write_lat_max;write_lat_mean;write_lat_dev;write_bw_min;write_bw_max;write_bw_agg_pct;write_bw_mean;write_bw_dev;cpu_user;cpu_sys;cpu_csw;cpu_mjf;cpu_minf;iodepth_1;iodepth_2;iodepth_4;iodepth_8;iodepth_16;iodepth_32;iodepth_64;lat_2us;lat_4us;lat_10us;lat_20us;lat_50us;lat_100us;lat_250us;lat_500us;lat_750us;lat_1000us;lat_2ms;lat_4ms;lat_10ms;lat_20ms;lat_50ms;lat_100ms;lat_250ms;lat_500ms;lat_750ms;lat_1000ms;lat_2000ms;lat_over_2000ms;disk_name;disk_read_iops;disk_write_iops;disk_read_merges;disk_write_merges;disk_read_ticks;write_ticks;disk_queue_time;disk_util
spdk;/dev/nvme0n1:/dev/nvme1n1:/dev/nvme2n1:/dev/nvme3n1;1;400000;400000;0;3;fio-3.19-48-g3966;run;0;0;16000040;1599844;399960;10001;0;14;0.089500;0.060077;6;75;14.914598;4.866608;1.000000%=7;5.000000%=8;10.000000%=9;20.000000%=10;30.000000%=11;40.000000%=13;50.000000%=14;60.000000%=15;70.000000%=17;80.000000%=18;90.000000%=20;95.000000%=22;99.000000%=31;99.500000%=36;99.900000%=44;99.950000%=47;99.990000%=54;0%=0;0%=0;0%=0;6;75;15.004098;4.863876;1599993;1601960;100.000000%;1601624.052632;454.191403;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;100.000000%;0.000000%;44;0;0;10.3%;20.6%;41.2%;27.2%;0.7%;0.1%;0.0%;0.00%;0.00%;15.32%;72.32%;12.33%;0.03%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1:/dev/nvme1n1:/dev/nvme2n1:/dev/nvme3n1;1;400000;400000;2;3;fio-3.19-48-g3966;run;0;0;16000028;1599842;399959;10001;0;17;0.088310;0.058676;6;76;14.884929;4.855168;1.000000%=7;5.000000%=8;10.000000%=9;20.000000%=10;30.000000%=11;40.000000%=13;50.000000%=14;60.000000%=15;70.000000%=17;80.000000%=18;90.000000%=20;95.000000%=22;99.000000%=31;99.500000%=36;99.900000%=44;99.950000%=47;99.990000%=54;0%=0;0%=0;0%=0;6;76;14.973239;4.853202;1601150;1601968;100.000000%;1601847.894737;173.820436;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;100.000000%;0.000000%;40;0;0;10.3%;20.7%;41.3%;27.0%;0.7%;0.1%;0.0%;0.00%;0.00%;15.50%;72.30%;12.18%;0.03%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1:/dev/nvme1n1:/dev/nvme2n1:/dev/nvme3n1;1;700000;700000;0;3;fio-3.19-48-g3966;run;0;0;28000080;2799728;699929;10001;0;20;0.089776;0.080251;5;649;37.709907;15.996336;1.000000%=11;5.000000%=16;10.000000%=19;20.000000%=23;30.000000%=27;40.000000%=31;50.000000%=35;60.000000%=40;70.000000%=45;80.000000%=51;90.000000%=58;95.000000%=63;99.000000%=73;99.500000%=78;99.900000%=91;99.950000%=97;99.990000%=358;0%=0;0%=0;0%=0;6;649;37.799683;15.993569;2801050;2803480;100.000000%;2803180.315789;524.729036;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.980000%;0.000000%;46;0;0;1.9%;3.8%;7.6%;15.2%;30.4%;40.5%;0.6%;0.00%;0.00%;0.51%;11.26%;65.24%;22.95%;0.02%;0.02%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1:/dev/nvme1n1:/dev/nvme2n1:/dev/nvme3n1;1;700000;700000;2;3;fio-3.19-48-g3966;run;0;0;27999916;2799711;699926;10001;0;16;0.089641;0.080108;6;207;37.607974;15.155568;1.000000%=11;5.000000%=16;10.000000%=19;20.000000%=23;30.000000%=27;40.000000%=31;50.000000%=35;60.000000%=40;70.000000%=45;80.000000%=51;90.000000%=58;95.000000%=63;99.000000%=73;99.500000%=78;99.900000%=89;99.950000%=93;99.990000%=103;0%=0;0%=0;0%=0;6;207;37.697615;15.152594;2802312;2803424;100.000000%;2803079.315789;319.694308;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;100.000000%;0.000000%;45;0;0;1.9%;3.8%;7.6%;15.2%;30.4%;40.5%;0.5%;0.00%;0.00%;0.52%;11.23%;65.34%;22.89%;0.02%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1:/dev/nvme1n1:/dev/nvme2n1:/dev/nvme3n1;1;1000000;1000000;0;3;fio-3.19-48-g3966;run;0;0;40000044;3999604;999895;10001;0;20;0.090512;0.074663;6;167;47.648040;17.761288;1.000000%=13;5.000000%=20;10.000000%=25;20.000000%=31;30.000000%=36;40.000000%=41;50.000000%=45;60.000000%=51;70.000000%=57;80.000000%=63;90.000000%=71;95.000000%=79;99.000000%=91;99.500000%=94;99.900000%=103;99.950000%=109;99.990000%=118;0%=0;0%=0;0%=0;6;168;47.738552;17.758785;4001392;4005136;100.000000%;4004231.157895;866.526736;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;100.000000%;0.000000%;45;0;0;1.0%;2.1%;4.2%;8.4%;16.7%;33.4%;34.1%;0.00%;0.00%;0.30%;4.03%;53.33%;42.17%;0.17%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1:/dev/nvme1n1:/dev/nvme2n1:/dev/nvme3n1;1;1000000;1000000;2;3;fio-3.19-48-g3966;run;0;0;39999868;3999586;999895;10001;0;16;0.090983;0.077049;6;161;47.678519;17.742341;1.000000%=13;5.000000%=20;10.000000%=25;20.000000%=32;30.000000%=36;40.000000%=41;50.000000%=46;60.000000%=51;70.000000%=57;80.000000%=63;90.000000%=71;95.000000%=79;99.000000%=91;99.500000%=93;99.900000%=102;99.950000%=108;99.990000%=116;0%=0;0%=0;0%=0;6;161;47.769502;17.739637;4002000;4005096;100.000000%;4004574.315789;656.263248;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;100.000000%;0.000000%;39;0;0;1.0%;2.1%;4.2%;8.4%;16.7%;33.4%;34.2%;0.00%;0.00%;0.30%;4.01%;53.26%;42.27%;0.15%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1:/dev/nvme1n1:/dev/nvme2n1:/dev/nvme3n1;1;1500000;1500000;0;3;fio-3.19-48-g3966;run;0;0;60001460;5999546;1499833;10001;0;15;0.081530;0.065633;6;2166;453.168813;386.193782;1.000000%=24;5.000000%=37;10.000000%=47;20.000000%=85;30.000000%=248;40.000000%=325;50.000000%=370;60.000000%=407;70.000000%=444;80.000000%=880;90.000000%=1138;95.000000%=1286;99.000000%=1368;99.500000%=1384;99.900000%=1400;99.950000%=1400;99.990000%=1417;0%=0;0%=0;0%=0;6;2166;453.250343;386.186355;5999283;6014736;100.000000%;6007010.263158;5138.572952;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.960000%;0.030000%;57;0;0;0.1%;0.1%;0.1%;0.1%;0.3%;0.5%;98.9%;0.00%;0.00%;0.01%;0.38%;10.76%;12.20%;6.69%;46.57%;1.97%;5.76%;15.66%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1:/dev/nvme1n1:/dev/nvme2n1:/dev/nvme3n1;1;1500000;1500000;2;3;fio-3.19-48-g3966;run;0;0;60001396;5999539;1499826;10001;0;20;0.084504;0.070185;6;2018;455.916628;382.891857;1.000000%=27;5.000000%=41;10.000000%=51;20.000000%=92;30.000000%=257;40.000000%=333;50.000000%=370;60.000000%=407;70.000000%=448;80.000000%=864;90.000000%=1122;95.000000%=1286;99.000000%=1368;99.500000%=1384;99.900000%=1400;99.950000%=1400;99.990000%=1417;0%=0;0%=0;0%=0;6;2018;456.001132;382.884124;6001704;6012872;100.000000%;6006715.157895;3097.583454;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;100.000000%;0.000000%;49;0;0;0.1%;0.1%;0.1%;0.1%;0.3%;0.5%;99.0%;0.00%;0.00%;0.01%;0.21%;8.87%;13.04%;7.29%;47.04%;2.09%;5.97%;15.50%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1:/dev/nvme1n1:/dev/nvme2n1:/dev/nvme3n1;1;2000000;2000000;0;3;fio-3.19-48-g3966;run;0;0;68532888;6852603;1713096;10001;0;20;0.086977;0.069683;13;2048;345.422350;491.156627;1.000000%=21;5.000000%=29;10.000000%=35;20.000000%=43;30.000000%=49;40.000000%=57;50.000000%=76;60.000000%=90;70.000000%=102;80.000000%=1187;90.000000%=1187;95.000000%=1204;99.000000%=1220;99.500000%=1220;99.900000%=1236;99.950000%=1253;99.990000%=1269;0%=0;0%=0;0%=0;13;2048;345.509327;491.148405;6851095;6864888;100.000000%;6861206.684211;3440.593490;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;100.000000%;0.000000%;50;0;0;0.1%;0.1%;0.1%;0.1%;0.1%;0.1%;100.0%;0.00%;0.00%;0.00%;0.56%;30.33%;37.21%;6.88%;0.02%;0.01%;0.01%;25.00%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;/dev/nvme0n1:/dev/nvme1n1:/dev/nvme2n1:/dev/nvme3n1;1;2000000;2000000;2;3;fio-3.19-48-g3966;run;0;0;68523000;6851614;1712850;10001;0;15;0.086944;0.067315;9;2070;345.021507;491.479136;1.000000%=21;5.000000%=29;10.000000%=35;20.000000%=42;30.000000%=49;40.000000%=56;50.000000%=71;60.000000%=89;70.000000%=101;80.000000%=1187;90.000000%=1187;95.000000%=1204;99.000000%=1220;99.500000%=1220;99.900000%=1236;99.950000%=1236;99.990000%=1269;0%=0;0%=0;0%=0;9;2070;345.108451;491.470878;6853294;6863088;100.000000%;6860345.157895;2579.116930;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;100.000000%;0.000000%;38;0;0;0.1%;0.1%;0.1%;0.1%;0.1%;0.1%;100.0%;0.00%;0.00%;0.01%;0.60%;30.82%;37.17%;6.39%;0.02%;0.01%;0.01%;25.00%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
