engine;dev;jobs;targetiops;prociops;polling;terse_version_3;fio_version;jobname;groupid;error;read_kb;read_bandwidth;read_iops;read_runtime_ms;read_slat_min;read_slat_max;read_slat_mean;read_slat_dev;read_clat_min;read_clat_max;read_clat_mean;read_clat_dev;read_clat_pct01;read_clat_pct02;read_clat_pct03;read_clat_pct04;read_clat_pct05;read_clat_pct06;read_clat_pct07;read_clat_pct08;read_clat_pct09;read_clat_pct10;read_clat_pct11;read_clat_pct12;read_clat_pct13;read_clat_pct14;read_clat_pct15;read_clat_pct16;read_clat_pct17;read_clat_pct18;read_clat_pct19;read_clat_pct20;read_tlat_min;read_lat_max;read_lat_mean;read_lat_dev;read_bw_min;read_bw_max;read_bw_agg_pct;read_bw_mean;read_bw_dev;write_kb;write_bandwidth;write_iops;write_runtime_ms;write_slat_min;write_slat_max;write_slat_mean;write_slat_dev;write_clat_min;write_clat_max;write_clat_mean;write_clat_dev;write_clat_pct01;write_clat_pct02;write_clat_pct03;write_clat_pct04;write_clat_pct05;write_clat_pct06;write_clat_pct07;write_clat_pct08;write_clat_pct09;write_clat_pct10;write_clat_pct11;write_clat_pct12;write_clat_pct13;write_clat_pct14;write_clat_pct15;write_clat_pct16;write_clat_pct17;write_clat_pct18;write_clat_pct19;write_clat_pct20;write_tlat_min;write_lat_max;write_lat_mean;write_lat_dev;write_bw_min;write_bw_max;write_bw_agg_pct;write_bw_mean;write_bw_dev;cpu_user;cpu_sys;cpu_csw;cpu_mjf;cpu_minf;iodepth_1;iodepth_2;iodepth_4;iodepth_8;iodepth_16;iodepth_32;iodepth_64;lat_2us;lat_4us;lat_10us;lat_20us;lat_50us;lat_100us;lat_250us;lat_500us;lat_750us;lat_1000us;lat_2ms;lat_4ms;lat_10ms;lat_20ms;lat_50ms;lat_100ms;lat_250ms;lat_500ms;lat_750ms;lat_1000ms;lat_2000ms;lat_over_2000ms;disk_name;disk_read_iops;disk_write_iops;disk_read_merges;disk_write_merges;disk_read_ticks;write_ticks;disk_queue_time;disk_util
spdk;4;1;100000;100000;0;3;fio-3.20-66-g797e;run;0;0;800008;399804;99950;2001;0;14;0.086010;0.059828;4;522;6.647765;24.110769;1.000000%=4;5.000000%=4;10.000000%=4;20.000000%=4;30.000000%=4;40.000000%=4;50.000000%=5;60.000000%=5;70.000000%=5;80.000000%=5;90.000000%=5;95.000000%=5;99.000000%=10;99.500000%=236;99.900000%=391;99.950000%=428;99.990000%=505;0%=0;0%=0;0%=0;4;522;6.733775;24.112104;400352;400504;100.000000%;400450.666667;85.541413;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.450000%;0.000000%;12;0;0;98.6%;0.8%;0.1%;0.1%;0.1%;0.1%;0.5%;0.00%;0.00%;98.93%;0.52%;0.03%;0.02%;0.03%;0.46%;0.02%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;4;1;200000;200000;0;3;fio-3.20-66-g797e;run;0;0;1600008;799604;199900;2001;0;14;0.095407;0.069941;4;615;6.683874;18.798328;1.000000%=4;5.000000%=4;10.000000%=4;20.000000%=4;30.000000%=5;40.000000%=5;50.000000%=5;60.000000%=5;70.000000%=5;80.000000%=6;90.000000%=6;95.000000%=6;99.000000%=9;99.500000%=15;99.900000%=350;99.950000%=452;99.990000%=577;0%=0;0%=0;0%=0;4;615;6.779281;18.799157;800928;800992;100.000000%;800965.333333;33.306656;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.750000%;0.000000%;16;0;0;49.4%;50.1%;0.2%;0.1%;0.1%;0.1%;0.3%;0.00%;0.00%;99.20%;0.47%;0.04%;0.03%;0.01%;0.22%;0.03%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;4;1;300000;300000;0;3;fio-3.20-66-g797e;run;0;0;2400004;1199402;299849;2001;0;14;0.087661;0.075759;4;41;6.515864;1.315488;1.000000%=4;5.000000%=4;10.000000%=4;20.000000%=5;30.000000%=5;40.000000%=5;50.000000%=6;60.000000%=6;70.000000%=6;80.000000%=7;90.000000%=7;95.000000%=8;99.000000%=10;99.500000%=11;99.900000%=19;99.950000%=21;99.990000%=26;0%=0;0%=0;0%=0;4;41;6.603525;1.317670;1200816;1201536;100.000000%;1201272.000000;396.545079;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.950000%;0.000000%;12;0;0;32.5%;64.8%;2.6%;0.1%;0.0%;0.0%;0.0%;0.00%;0.00%;98.68%;1.24%;0.08%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;4;1;400000;400000;0;3;fio-3.20-66-g797e;run;0;0;3200020;1599210;399800;2001;0;14;0.095489;0.072540;4;43;8.180964;1.962165;1.000000%=5;5.000000%=5;10.000000%=5;20.000000%=6;30.000000%=7;40.000000%=7;50.000000%=7;60.000000%=8;70.000000%=9;80.000000%=9;90.000000%=10;95.000000%=11;99.000000%=12;99.500000%=15;99.900000%=22;99.950000%=25;99.990000%=32;0%=0;0%=0;0%=0;4;43;8.276452;1.960952;1602000;1602304;100.000000%;1602114.666667;165.182727;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.950000%;0.000000%;13;0;0;18.9%;37.9%;42.8%;0.4%;0.1%;0.0%;0.0%;0.00%;0.00%;82.67%;17.13%;0.20%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;4;1;700000;700000;0;3;fio-3.20-66-g797e;run;0;0;5599980;2798590;699643;2001;0;15;0.087741;0.084843;4;110;26.209494;11.460749;1.000000%=7;5.000000%=10;10.000000%=12;20.000000%=15;30.000000%=19;40.000000%=21;50.000000%=24;60.000000%=27;70.000000%=30;80.000000%=35;90.000000%=41;95.000000%=47;99.000000%=60;99.500000%=64;99.900000%=76;99.950000%=80;99.990000%=90;0%=0;0%=0;0%=0;4;110;26.297235;11.459155;2800904;2803664;100.000000%;2802629.333333;1504.049645;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.950000%;0.000000%;10;0;0;3.1%;6.3%;12.6%;25.1%;40.7%;12.1%;0.1%;0.00%;0.00%;3.28%;29.50%;63.57%;3.66%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;4;1;1000000;1000000;0;3;fio-3.20-66-g797e;run;0;0;8000360;3998180;999500;2001;0;20;0.093039;0.072544;4;725;82.250974;47.251886;1.000000%=17;5.000000%=28;10.000000%=36;20.000000%=45;30.000000%=54;40.000000%=62;50.000000%=72;60.000000%=82;70.000000%=94;80.000000%=112;90.000000%=140;95.000000%=168;99.000000%=242;99.500000%=280;99.900000%=387;99.950000%=436;99.990000%=626;0%=0;0%=0;0%=0;4;725;82.344013;47.250942;4001648;4005064;100.000000%;4003858.666667;1917.103371;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.950000%;0.000000%;11;0;0;0.6%;1.3%;2.6%;5.1%;10.2%;20.4%;59.7%;0.00%;0.00%;0.16%;1.46%;23.03%;48.79%;25.68%;0.85%;0.02%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;4;1;1500000;1500000;0;3;fio-3.20-66-g797e;run;0;0;11996612;5995308;1498718;2001;0;20;0.080524;0.078677;4;1760;456.590132;314.326073;1.000000%=29;5.000000%=69;10.000000%=118;20.000000%=207;30.000000%=272;40.000000%=321;50.000000%=374;60.000000%=440;70.000000%=528;80.000000%=684;90.000000%=954;95.000000%=1122;99.000000%=1368;99.500000%=1433;99.900000%=1597;99.950000%=1646;99.990000%=1695;0%=0;0%=0;0%=0;4;1760;456.670656;314.318187;5999840;6012672;100.000000%;6006426.666667;6422.806033;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.950000%;0.000000%;12;0;0;0.1%;0.1%;0.1%;0.2%;0.5%;0.9%;98.2%;0.00%;0.00%;0.03%;0.29%;2.74%;5.01%;17.93%;41.15%;15.75%;8.58%;8.52%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;4;1;2000000;2000000;0;3;fio-3.20-66-g797e;run;0;0;13549052;6771140;1692529;2001;0;14;0.083025;0.074004;4;1771;470.330843;438.265065;1.000000%=23;5.000000%=42;10.000000%=65;20.000000%=114;30.000000%=164;40.000000%=218;50.000000%=280;60.000000%=362;70.000000%=514;80.000000%=1028;90.000000%=1204;95.000000%=1318;99.000000%=1499;99.500000%=1564;99.900000%=1662;99.950000%=1679;99.990000%=1712;0%=0;0%=0;0%=0;4;1771;470.413866;438.256391;6731240;6828192;100.000000%;6777328.000000;48652.134671;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.950000%;0.000000%;11;0;0;0.1%;0.1%;0.1%;0.1%;0.1%;0.1%;100.0%;0.00%;0.00%;0.03%;0.60%;6.02%;10.45%;28.18%;24.13%;5.02%;4.27%;21.30%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;4;1;2200000;2200000;0;3;fio-3.20-66-g797e;run;0;0;13543732;6768481;1691608;2001;0;17;0.082768;0.069026;4;1775;476.918133;434.375532;1.000000%=23;5.000000%=44;10.000000%=68;20.000000%=119;30.000000%=171;40.000000%=228;50.000000%=292;60.000000%=378;70.000000%=536;80.000000%=1028;90.000000%=1204;95.000000%=1318;99.000000%=1499;99.500000%=1548;99.900000%=1662;99.950000%=1679;99.990000%=1712;0%=0;0%=0;0%=0;4;1775;477.000898;434.366871;6736736;6825592;100.000000%;6775864.000000;45366.476434;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.950000%;0.000000%;14;0;0;0.0%;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.00%;0.00%;0.04%;0.56%;5.66%;9.93%;27.46%;24.84%;5.88%;4.32%;21.35%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
spdk;4;1;2400000;2400000;0;3;fio-3.20-66-g797e;run;0;0;13548616;6770922;1692385;2001;0;16;0.082979;0.068516;4;1776;471.851256;437.499628;1.000000%=23;5.000000%=43;10.000000%=66;20.000000%=115;30.000000%=164;40.000000%=220;50.000000%=284;60.000000%=366;70.000000%=518;80.000000%=1028;90.000000%=1204;95.000000%=1318;99.000000%=1499;99.500000%=1564;99.900000%=1662;99.950000%=1679;99.990000%=1712;0%=0;0%=0;0%=0;4;1776;471.934234;437.490896;6734392;6824864;100.000000%;6776898.666667;45482.342479;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;99.950000%;0.000000%;9;0;0;0.0%;0.0%;0.0%;0.0%;0.0%;0.0%;100.0%;0.00%;0.00%;0.03%;0.60%;5.95%;10.36%;27.98%;24.28%;5.18%;4.32%;21.31%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
